GEO_ID,NAME,TOTAL,WHITE,BLACK,AIAH,ASIAN,NHOPI,OTHER,TWOMORE
1500000US421010067001,"Block Group 1, Census Tract 67, Philadelphia County, Pennsylvania",1413,85,1155,5,88,0,36,44
1500000US421010067002,"Block Group 2, Census Tract 67, Philadelphia County, Pennsylvania",1290,76,1007,0,89,0,58,60
1500000US421010067003,"Block Group 3, Census Tract 67, Philadelphia County, Pennsylvania",2942,235,2101,5,446,0,59,96
1500000US421010067004,"Block Group 4, Census Tract 67, Philadelphia County, Pennsylvania",1805,77,1534,9,90,0,21,74
1500000US421010070001,"Block Group 1, Census Tract 70, Philadelphia County, Pennsylvania",932,24,835,3,0,4,24,42
1500000US421010070002,"Block Group 2, Census Tract 70, Philadelphia County, Pennsylvania",714,27,636,6,8,0,13,24
1500000US421010070003,"Block Group 3, Census Tract 70, Philadelphia County, Pennsylvania",824,11,777,1,5,0,4,26
1500000US421010070004,"Block Group 4, Census Tract 70, Philadelphia County, Pennsylvania",614,0,576,4,8,1,18,7
1500000US421010070005,"Block Group 5, Census Tract 70, Philadelphia County, Pennsylvania",808,24,710,5,5,1,19,44
1500000US421010071011,"Block Group 1, Census Tract 71.01, Philadelphia County, Pennsylvania",822,16,749,1,11,0,18,27
1500000US421010071012,"Block Group 2, Census Tract 71.01, Philadelphia County, Pennsylvania",888,28,778,2,16,0,21,43
1500000US421010071013,"Block Group 3, Census Tract 71.01, Philadelphia County, Pennsylvania",727,81,600,3,7,0,9,27
1500000US421010071021,"Block Group 1, Census Tract 71.02, Philadelphia County, Pennsylvania",972,46,855,0,11,0,20,40
1500000US421010071022,"Block Group 2, Census Tract 71.02, Philadelphia County, Pennsylvania",1161,24,1059,6,0,0,16,56
1500000US421010071023,"Block Group 3, Census Tract 71.02, Philadelphia County, Pennsylvania",922,15,849,0,3,0,10,45
1500000US421010071024,"Block Group 4, Census Tract 71.02, Philadelphia County, Pennsylvania",827,23,741,9,1,0,13,40
1500000US421010071025,"Block Group 5, Census Tract 71.02, Philadelphia County, Pennsylvania",792,8,722,3,4,0,10,45
1500000US421010072001,"Block Group 1, Census Tract 72, Philadelphia County, Pennsylvania",891,14,825,2,3,0,11,36
1500000US421010072002,"Block Group 2, Census Tract 72, Philadelphia County, Pennsylvania",728,36,636,1,3,0,20,32
1500000US421010072003,"Block Group 3, Census Tract 72, Philadelphia County, Pennsylvania",572,11,535,1,3,0,13,9
1500000US421010072004,"Block Group 4, Census Tract 72, Philadelphia County, Pennsylvania",640,9,602,3,9,0,4,13
1500000US421010072005,"Block Group 5, Census Tract 72, Philadelphia County, Pennsylvania",743,11,698,1,3,0,3,27
1500000US421010072006,"Block Group 6, Census Tract 72, Philadelphia County, Pennsylvania",928,40,819,4,15,0,22,28
1500000US421010073001,"Block Group 1, Census Tract 73, Philadelphia County, Pennsylvania",900,162,663,0,20,0,13,42
1500000US421010073002,"Block Group 2, Census Tract 73, Philadelphia County, Pennsylvania",782,87,647,0,4,0,11,33
1500000US421010073003,"Block Group 3, Census Tract 73, Philadelphia County, Pennsylvania",645,135,410,6,20,0,18,56
1500000US421010073004,"Block Group 4, Census Tract 73, Philadelphia County, Pennsylvania",880,193,587,0,31,3,13,53
1500000US421010074001,"Block Group 1, Census Tract 74, Philadelphia County, Pennsylvania",659,185,354,0,74,3,11,32
1500000US421010074002,"Block Group 2, Census Tract 74, Philadelphia County, Pennsylvania",720,155,449,2,32,3,15,64
1500000US421010074003,"Block Group 3, Census Tract 74, Philadelphia County, Pennsylvania",725,83,596,2,11,0,11,22
1500000US421010074004,"Block Group 4, Census Tract 74, Philadelphia County, Pennsylvania",1471,86,1257,1,20,1,27,79
1500000US421010074005,"Block Group 5, Census Tract 74, Philadelphia County, Pennsylvania",650,6,595,0,8,0,7,34
1500000US421010077001,"Block Group 1, Census Tract 77, Philadelphia County, Pennsylvania",1667,860,196,4,452,2,41,112
1500000US421010077002,"Block Group 2, Census Tract 77, Philadelphia County, Pennsylvania",635,181,324,5,69,0,10,46
1500000US421010078001,"Block Group 1, Census Tract 78, Philadelphia County, Pennsylvania",893,439,308,6,49,0,23,68
1500000US421010078002,"Block Group 2, Census Tract 78, Philadelphia County, Pennsylvania",543,315,137,0,27,0,19,45
1500000US421010078003,"Block Group 3, Census Tract 78, Philadelphia County, Pennsylvania",836,492,238,3,40,0,5,58
1500000US421010078004,"Block Group 4, Census Tract 78, Philadelphia County, Pennsylvania",969,670,140,3,50,1,19,86
1500000US421010078005,"Block Group 5, Census Tract 78, Philadelphia County, Pennsylvania",1117,721,153,0,116,0,20,107
1500000US421010079001,"Block Group 1, Census Tract 79, Philadelphia County, Pennsylvania",1078,626,178,0,144,0,31,99
1500000US421010079002,"Block Group 2, Census Tract 79, Philadelphia County, Pennsylvania",1457,897,231,2,157,0,29,141
1500000US421010079003,"Block Group 3, Census Tract 79, Philadelphia County, Pennsylvania",1073,615,270,4,47,1,23,113
1500000US421010079004,"Block Group 4, Census Tract 79, Philadelphia County, Pennsylvania",1114,541,408,0,57,0,22,86
1500000US421010080001,"Block Group 1, Census Tract 80, Philadelphia County, Pennsylvania",1068,384,539,5,33,0,21,86
1500000US421010080002,"Block Group 2, Census Tract 80, Philadelphia County, Pennsylvania",933,345,476,2,22,0,23,65
1500000US421010080003,"Block Group 3, Census Tract 80, Philadelphia County, Pennsylvania",746,103,574,3,15,0,14,37
1500000US421010080004,"Block Group 4, Census Tract 80, Philadelphia County, Pennsylvania",1195,172,902,3,26,2,22,68
1500000US421010081011,"Block Group 1, Census Tract 81.01, Philadelphia County, Pennsylvania",1051,72,904,7,5,0,29,34
1500000US421010081012,"Block Group 2, Census Tract 81.01, Philadelphia County, Pennsylvania",1664,34,1469,3,15,0,49,94
1500000US421010081021,"Block Group 1, Census Tract 81.02, Philadelphia County, Pennsylvania",858,3,788,6,14,0,6,41
1500000US421010081022,"Block Group 2, Census Tract 81.02, Philadelphia County, Pennsylvania",869,54,762,1,14,0,13,25
1500000US421010081023,"Block Group 3, Census Tract 81.02, Philadelphia County, Pennsylvania",1455,46,1281,4,13,1,29,81
1500000US421010081024,"Block Group 4, Census Tract 81.02, Philadelphia County, Pennsylvania",1852,40,1700,8,11,3,16,74
1500000US421010082001,"Block Group 1, Census Tract 82, Philadelphia County, Pennsylvania",1015,11,951,14,11,0,5,23
1500000US421010082002,"Block Group 2, Census Tract 82, Philadelphia County, Pennsylvania",1047,16,953,13,8,0,11,46
1500000US421010082003,"Block Group 3, Census Tract 82, Philadelphia County, Pennsylvania",1104,18,1012,2,3,0,23,46
1500000US421010082004,"Block Group 4, Census Tract 82, Philadelphia County, Pennsylvania",787,14,725,2,1,1,9,35
1500000US421010082005,"Block Group 5, Census Tract 82, Philadelphia County, Pennsylvania",729,19,659,5,4,0,18,24
1500000US421010082006,"Block Group 6, Census Tract 82, Philadelphia County, Pennsylvania",1370,22,1255,3,5,0,26,59
1500000US421010082007,"Block Group 7, Census Tract 82, Philadelphia County, Pennsylvania",883,13,810,5,1,0,13,41
1500000US421010083011,"Block Group 1, Census Tract 83.01, Philadelphia County, Pennsylvania",1276,68,1100,6,30,2,25,45
1500000US421010083012,"Block Group 2, Census Tract 83.01, Philadelphia County, Pennsylvania",1797,203,1434,3,48,0,32,77
1500000US421010083013,"Block Group 3, Census Tract 83.01, Philadelphia County, Pennsylvania",1237,19,1129,6,20,0,22,41
1500000US421010083021,"Block Group 1, Census Tract 83.02, Philadelphia County, Pennsylvania",983,11,897,2,17,0,31,25
1500000US421010083022,"Block Group 2, Census Tract 83.02, Philadelphia County, Pennsylvania",1982,127,1649,8,70,0,27,101
1500000US421010083023,"Block Group 3, Census Tract 83.02, Philadelphia County, Pennsylvania",990,17,881,0,31,0,13,48
1500000US421010083024,"Block Group 4, Census Tract 83.02, Philadelphia County, Pennsylvania",1043,29,938,1,4,4,16,51
1500000US421010084001,"Block Group 1, Census Tract 84, Philadelphia County, Pennsylvania",1107,29,977,9,20,0,16,56
1500000US421010084002,"Block Group 2, Census Tract 84, Philadelphia County, Pennsylvania",809,39,721,1,18,0,11,19
1500000US421010084003,"Block Group 3, Census Tract 84, Philadelphia County, Pennsylvania",640,10,595,1,7,2,3,22
1500000US421010084004,"Block Group 4, Census Tract 84, Philadelphia County, Pennsylvania",762,7,674,10,36,0,9,26
1500000US421010084005,"Block Group 5, Census Tract 84, Philadelphia County, Pennsylvania",723,14,651,0,13,0,12,33
1500000US421010084006,"Block Group 6, Census Tract 84, Philadelphia County, Pennsylvania",570,8,516,3,19,1,7,16
1500000US421010085001,"Block Group 1, Census Tract 85, Philadelphia County, Pennsylvania",660,113,467,1,19,0,10,50
1500000US421010085002,"Block Group 2, Census Tract 85, Philadelphia County, Pennsylvania",891,151,678,0,12,0,10,40
1500000US421010085003,"Block Group 3, Census Tract 85, Philadelphia County, Pennsylvania",887,187,608,2,44,0,11,35
1500000US421010085004,"Block Group 4, Census Tract 85, Philadelphia County, Pennsylvania",782,59,645,7,19,0,8,44
1500000US421010085005,"Block Group 5, Census Tract 85, Philadelphia County, Pennsylvania",1239,80,1040,8,35,0,19,57
1500000US421010085006,"Block Group 6, Census Tract 85, Philadelphia County, Pennsylvania",1009,73,801,5,51,5,25,49
1500000US421010085007,"Block Group 7, Census Tract 85, Philadelphia County, Pennsylvania",1305,47,1116,16,53,3,13,57
1500000US421010086011,"Block Group 1, Census Tract 86.01, Philadelphia County, Pennsylvania",1149,414,498,7,91,0,38,101
1500000US421010086012,"Block Group 2, Census Tract 86.01, Philadelphia County, Pennsylvania",2063,1201,352,6,299,0,56,149
1500000US421010086021,"Block Group 1, Census Tract 86.02, Philadelphia County, Pennsylvania",1419,338,706,8,195,0,45,127
1500000US421010086022,"Block Group 2, Census Tract 86.02, Philadelphia County, Pennsylvania",1192,359,688,2,52,0,17,74
1500000US421010086023,"Block Group 3, Census Tract 86.02, Philadelphia County, Pennsylvania",841,190,541,3,35,0,19,53
1500000US421010087011,"Block Group 1, Census Tract 87.01, Philadelphia County, Pennsylvania",1192,828,98,4,144,0,21,97
1500000US421010087012,"Block Group 2, Census Tract 87.01, Philadelphia County, Pennsylvania",1229,666,134,7,323,0,25,74
1500000US421010087013,"Block Group 3, Census Tract 87.01, Philadelphia County, Pennsylvania",1926,766,336,1,578,0,82,163
1500000US421010087021,"Block Group 1, Census Tract 87.02, Philadelphia County, Pennsylvania",770,270,141,0,266,0,15,78
1500000US421010087022,"Block Group 2, Census Tract 87.02, Philadelphia County, Pennsylvania",1183,583,70,2,395,0,55,78
1500000US421010087023,"Block Group 3, Census Tract 87.02, Philadelphia County, Pennsylvania",1488,855,115,1,387,0,14,116
1500000US421010088011,"Block Group 1, Census Tract 88.01, Philadelphia County, Pennsylvania",1600,612,144,5,689,3,34,113
1500000US421010088021,"Block Group 1, Census Tract 88.02, Philadelphia County, Pennsylvania",1023,565,64,3,236,2,27,126
1500000US421010088022,"Block Group 2, Census Tract 88.02, Philadelphia County, Pennsylvania",1431,427,300,0,630,0,17,57
1500000US421010088023,"Block Group 3, Census Tract 88.02, Philadelphia County, Pennsylvania",1179,659,73,4,272,0,41,130
1500000US421010088024,"Block Group 4, Census Tract 88.02, Philadelphia County, Pennsylvania",1820,627,335,5,638,0,80,135
1500000US421010088025,"Block Group 5, Census Tract 88.02, Philadelphia County, Pennsylvania",1127,567,72,0,364,2,22,100
1500000US421010090001,"Block Group 1, Census Tract 90, Philadelphia County, Pennsylvania",2323,1372,195,1,568,0,130,57
1500000US421010090002,"Block Group 2, Census Tract 90, Philadelphia County, Pennsylvania",1900,1225,229,4,260,0,53,129
1500000US421010090003,"Block Group 3, Census Tract 90, Philadelphia County, Pennsylvania",3471,2186,312,3,707,0,150,113
1500000US421010091001,"Block Group 1, Census Tract 91, Philadelphia County, Pennsylvania",983,492,210,4,186,0,44,47
1500000US421010091002,"Block Group 2, Census Tract 91, Philadelphia County, Pennsylvania",1397,642,278,1,369,1,25,81
1500000US421010091003,"Block Group 3, Census Tract 91, Philadelphia County, Pennsylvania",1554,372,687,5,366,1,41,82
1500000US421010092001,"Block Group 1, Census Tract 92, Philadelphia County, Pennsylvania",1773,234,1219,9,176,3,37,95
1500000US421010092002,"Block Group 2, Census Tract 92, Philadelphia County, Pennsylvania",2201,660,953,4,387,1,63,133
1500000US421010093001,"Block Group 1, Census Tract 93, Philadelphia County, Pennsylvania",599,28,510,0,18,0,18,25
1500000US421010093002,"Block Group 2, Census Tract 93, Philadelphia County, Pennsylvania",890,31,771,0,8,0,17,63
1500000US421010093003,"Block Group 3, Census Tract 93, Philadelphia County, Pennsylvania",741,71,594,5,12,0,14,45
1500000US421010093004,"Block Group 4, Census Tract 93, Philadelphia County, Pennsylvania",799,30,713,4,6,0,13,33
1500000US421010093005,"Block Group 5, Census Tract 93, Philadelphia County, Pennsylvania",1232,48,1105,1,11,0,16,51
1500000US421010094001,"Block Group 1, Census Tract 94, Philadelphia County, Pennsylvania",626,1,558,1,10,0,17,39
1500000US421010094002,"Block Group 2, Census Tract 94, Philadelphia County, Pennsylvania",1258,31,1151,0,8,0,29,39
1500000US421010094003,"Block Group 3, Census Tract 94, Philadelphia County, Pennsylvania",592,2,540,0,26,0,4,20
1500000US421010094004,"Block Group 4, Census Tract 94, Philadelphia County, Pennsylvania",1290,41,1177,1,14,0,11,46
1500000US421010095001,"Block Group 1, Census Tract 95, Philadelphia County, Pennsylvania",684,0,652,2,0,0,11,19
1500000US421010095002,"Block Group 2, Census Tract 95, Philadelphia County, Pennsylvania",845,13,787,7,1,0,12,25
1500000US421010095003,"Block Group 3, Census Tract 95, Philadelphia County, Pennsylvania",1760,9,1631,9,13,0,23,75
1500000US421010096001,"Block Group 1, Census Tract 96, Philadelphia County, Pennsylvania",1197,11,1093,0,6,0,39,48
1500000US421010096002,"Block Group 2, Census Tract 96, Philadelphia County, Pennsylvania",752,15,652,0,31,0,8,46
1500000US421010096003,"Block Group 3, Census Tract 96, Philadelphia County, Pennsylvania",867,11,817,5,1,0,6,27
1500000US421010096004,"Block Group 4, Census Tract 96, Philadelphia County, Pennsylvania",734,14,666,0,11,0,5,38
1500000US421010096005,"Block Group 5, Census Tract 96, Philadelphia County, Pennsylvania",725,19,657,0,10,0,8,31
1500000US421010098011,"Block Group 1, Census Tract 98.01, Philadelphia County, Pennsylvania",1029,137,821,0,13,0,15,43
1500000US421010098012,"Block Group 2, Census Tract 98.01, Philadelphia County, Pennsylvania",1177,105,975,4,35,0,11,47
1500000US421010098021,"Block Group 1, Census Tract 98.02, Philadelphia County, Pennsylvania",1848,128,1621,1,20,0,26,52
1500000US421010098022,"Block Group 2, Census Tract 98.02, Philadelphia County, Pennsylvania",1968,155,1702,6,21,0,21,63
1500000US421010098023,"Block Group 3, Census Tract 98.02, Philadelphia County, Pennsylvania",1679,123,1424,7,29,0,23,73
1500000US421010100001,"Block Group 1, Census Tract 100, Philadelphia County, Pennsylvania",1389,119,1167,7,13,0,24,59
1500000US421010100002,"Block Group 2, Census Tract 100, Philadelphia County, Pennsylvania",711,40,632,4,12,0,11,12
1500000US421010100003,"Block Group 3, Census Tract 100, Philadelphia County, Pennsylvania",679,33,599,0,4,0,14,29
1500000US421010100004,"Block Group 4, Census Tract 100, Philadelphia County, Pennsylvania",1618,84,1434,5,28,0,14,53
1500000US421010101001,"Block Group 1, Census Tract 101, Philadelphia County, Pennsylvania",845,10,779,3,5,0,14,34
1500000US421010101002,"Block Group 2, Census Tract 101, Philadelphia County, Pennsylvania",813,7,750,3,15,1,9,28
1500000US421010101003,"Block Group 3, Census Tract 101, Philadelphia County, Pennsylvania",701,8,654,7,4,0,12,16
1500000US421010101004,"Block Group 4, Census Tract 101, Philadelphia County, Pennsylvania",922,24,811,1,9,2,31,44
1500000US421010101005,"Block Group 5, Census Tract 101, Philadelphia County, Pennsylvania",676,20,617,1,1,1,11,25
1500000US421010101006,"Block Group 6, Census Tract 101, Philadelphia County, Pennsylvania",971,8,924,0,4,0,14,21
1500000US421010101007,"Block Group 7, Census Tract 101, Philadelphia County, Pennsylvania",712,10,645,2,8,0,19,28
1500000US421010102001,"Block Group 1, Census Tract 102, Philadelphia County, Pennsylvania",766,17,711,1,0,0,6,31
1500000US421010102002,"Block Group 2, Census Tract 102, Philadelphia County, Pennsylvania",1040,15,959,3,6,0,13,44
1500000US421010102003,"Block Group 3, Census Tract 102, Philadelphia County, Pennsylvania",1341,18,1254,2,2,0,10,55
1500000US421010103001,"Block Group 1, Census Tract 103, Philadelphia County, Pennsylvania",1329,25,1232,4,3,1,18,46
1500000US421010103002,"Block Group 2, Census Tract 103, Philadelphia County, Pennsylvania",1243,38,1109,3,16,0,25,52
1500000US421010104001,"Block Group 1, Census Tract 104, Philadelphia County, Pennsylvania",1455,52,1295,2,22,0,28,56
1500000US421010104002,"Block Group 2, Census Tract 104, Philadelphia County, Pennsylvania",873,100,718,2,2,0,15,36
1500000US421010104003,"Block Group 3, Census Tract 104, Philadelphia County, Pennsylvania",1245,22,1146,3,3,0,14,57
1500000US421010105001,"Block Group 1, Census Tract 105, Philadelphia County, Pennsylvania",1604,53,1423,15,23,2,32,56
1500000US421010105002,"Block Group 2, Census Tract 105, Philadelphia County, Pennsylvania",1759,43,1562,4,46,3,19,82
1500000US421010106001,"Block Group 1, Census Tract 106, Philadelphia County, Pennsylvania",685,38,534,7,48,0,26,32
1500000US421010106002,"Block Group 2, Census Tract 106, Philadelphia County, Pennsylvania",791,49,648,5,44,0,8,37
1500000US421010107001,"Block Group 1, Census Tract 107, Philadelphia County, Pennsylvania",1219,115,979,7,38,0,14,66
1500000US421010107002,"Block Group 2, Census Tract 107, Philadelphia County, Pennsylvania",1013,42,902,4,6,0,8,51
1500000US421010107003,"Block Group 3, Census Tract 107, Philadelphia County, Pennsylvania",1247,50,1098,2,6,0,12,79
1500000US421010108001,"Block Group 1, Census Tract 108, Philadelphia County, Pennsylvania",1557,252,1131,1,69,6,30,68
1500000US421010108002,"Block Group 2, Census Tract 108, Philadelphia County, Pennsylvania",1190,206,810,2,94,0,17,61
1500000US421010108003,"Block Group 3, Census Tract 108, Philadelphia County, Pennsylvania",1189,74,1021,3,29,0,21,41
1500000US421010109001,"Block Group 1, Census Tract 109, Philadelphia County, Pennsylvania",1029,180,737,7,47,0,12,46
1500000US421010109002,"Block Group 2, Census Tract 109, Philadelphia County, Pennsylvania",639,179,381,0,44,0,8,27
1500000US421010109003,"Block Group 3, Census Tract 109, Philadelphia County, Pennsylvania",973,304,487,0,114,0,22,46
1500000US421010110001,"Block Group 1, Census Tract 110, Philadelphia County, Pennsylvania",551,37,466,1,4,0,8,35
1500000US421010110002,"Block Group 2, Census Tract 110, Philadelphia County, Pennsylvania",797,53,705,1,3,1,7,27
1500000US421010110003,"Block Group 3, Census Tract 110, Philadelphia County, Pennsylvania",872,45,753,1,6,3,25,39
1500000US421010110004,"Block Group 4, Census Tract 110, Philadelphia County, Pennsylvania",1158,39,1054,4,0,0,22,39
1500000US421010111001,"Block Group 1, Census Tract 111, Philadelphia County, Pennsylvania",516,1,501,0,0,0,6,8
1500000US421010111002,"Block Group 2, Census Tract 111, Philadelphia County, Pennsylvania",1034,7,970,0,6,0,17,34
1500000US421010111003,"Block Group 3, Census Tract 111, Philadelphia County, Pennsylvania",754,42,658,7,1,0,15,31
1500000US421010111004,"Block Group 4, Census Tract 111, Philadelphia County, Pennsylvania",1233,12,1154,7,9,0,20,31
1500000US421010112001,"Block Group 1, Census Tract 112, Philadelphia County, Pennsylvania",644,7,605,1,0,0,6,25
1500000US421010112002,"Block Group 2, Census Tract 112, Philadelphia County, Pennsylvania",779,3,742,1,0,0,9,24
1500000US421010112003,"Block Group 3, Census Tract 112, Philadelphia County, Pennsylvania",829,8,792,7,0,0,6,16
1500000US421010112004,"Block Group 4, Census Tract 112, Philadelphia County, Pennsylvania",933,4,852,4,12,0,16,45
1500000US421010112005,"Block Group 5, Census Tract 112, Philadelphia County, Pennsylvania",792,10,739,2,1,0,8,32
1500000US421010112006,"Block Group 6, Census Tract 112, Philadelphia County, Pennsylvania",782,14,731,4,2,1,9,21
1500000US421010112007,"Block Group 7, Census Tract 112, Philadelphia County, Pennsylvania",839,3,787,1,15,1,3,29
1500000US421010113001,"Block Group 1, Census Tract 113, Philadelphia County, Pennsylvania",1042,3,1010,2,2,0,3,22
1500000US421010113002,"Block Group 2, Census Tract 113, Philadelphia County, Pennsylvania",809,12,748,1,4,0,4,40
1500000US421010113003,"Block Group 3, Census Tract 113, Philadelphia County, Pennsylvania",983,9,920,2,0,1,13,38
1500000US421010114001,"Block Group 1, Census Tract 114, Philadelphia County, Pennsylvania",1213,55,1065,6,13,0,19,55
1500000US421010114002,"Block Group 2, Census Tract 114, Philadelphia County, Pennsylvania",772,8,703,0,9,0,14,38
1500000US421010114003,"Block Group 3, Census Tract 114, Philadelphia County, Pennsylvania",846,8,817,0,3,0,4,14
1500000US421010114004,"Block Group 4, Census Tract 114, Philadelphia County, Pennsylvania",898,29,822,1,3,0,10,33
1500000US421010114005,"Block Group 5, Census Tract 114, Philadelphia County, Pennsylvania",1603,9,1514,5,6,1,21,47
1500000US421010114006,"Block Group 6, Census Tract 114, Philadelphia County, Pennsylvania",988,41,851,4,14,1,19,58
1500000US421010115001,"Block Group 1, Census Tract 115, Philadelphia County, Pennsylvania",858,79,740,0,6,1,8,24
1500000US421010115002,"Block Group 2, Census Tract 115, Philadelphia County, Pennsylvania",1174,72,1062,0,2,0,8,30
1500000US421010115003,"Block Group 3, Census Tract 115, Philadelphia County, Pennsylvania",1127,52,989,2,8,0,28,48
1500000US421010115004,"Block Group 4, Census Tract 115, Philadelphia County, Pennsylvania",945,38,836,4,4,0,18,45
1500000US421010117001,"Block Group 1, Census Tract 117, Philadelphia County, Pennsylvania",999,612,65,11,232,2,57,20
1500000US421010117002,"Block Group 2, Census Tract 117, Philadelphia County, Pennsylvania",894,252,553,1,19,0,12,57
1500000US421010118001,"Block Group 1, Census Tract 118, Philadelphia County, Pennsylvania",736,82,607,4,6,3,6,28
1500000US421010118002,"Block Group 2, Census Tract 118, Philadelphia County, Pennsylvania",1039,26,975,1,7,0,6,24
1500000US421010118003,"Block Group 3, Census Tract 118, Philadelphia County, Pennsylvania",1138,18,1070,5,3,0,10,32
1500000US421010118004,"Block Group 4, Census Tract 118, Philadelphia County, Pennsylvania",574,7,528,0,0,0,22,17
1500000US421010118005,"Block Group 5, Census Tract 118, Philadelphia County, Pennsylvania",1324,56,1186,5,10,1,16,50
1500000US421010118006,"Block Group 6, Census Tract 118, Philadelphia County, Pennsylvania",680,41,591,7,2,0,2,37
1500000US421010119001,"Block Group 1, Census Tract 119, Philadelphia County, Pennsylvania",1291,34,1174,1,13,0,16,53
1500000US421010119002,"Block Group 2, Census Tract 119, Philadelphia County, Pennsylvania",1685,54,1528,4,18,0,8,73
1500000US421010119003,"Block Group 3, Census Tract 119, Philadelphia County, Pennsylvania",916,7,850,0,8,0,14,37
1500000US421010119004,"Block Group 4, Census Tract 119, Philadelphia County, Pennsylvania",548,92,385,0,40,0,4,27
1500000US421010119005,"Block Group 5, Census Tract 119, Philadelphia County, Pennsylvania",576,10,552,1,1,0,1,11
1500000US421010120001,"Block Group 1, Census Tract 120, Philadelphia County, Pennsylvania",1943,530,1048,7,212,0,46,100
1500000US421010121001,"Block Group 1, Census Tract 121, Philadelphia County, Pennsylvania",1610,368,1128,1,30,0,27,56
1500000US421010121002,"Block Group 2, Census Tract 121, Philadelphia County, Pennsylvania",1207,282,713,6,99,1,25,81
1500000US421010122011,"Block Group 1, Census Tract 122.01, Philadelphia County, Pennsylvania",1237,384,564,3,187,1,24,74
1500000US421010122012,"Block Group 2, Census Tract 122.01, Philadelphia County, Pennsylvania",759,330,290,3,71,0,28,37
1500000US421010122013,"Block Group 3, Census Tract 122.01, Philadelphia County, Pennsylvania",897,197,509,0,103,0,24,64
1500000US421010122031,"Block Group 1, Census Tract 122.03, Philadelphia County, Pennsylvania",658,280,143,0,155,1,12,67
1500000US421010122041,"Block Group 1, Census Tract 122.04, Philadelphia County, Pennsylvania",33,0,14,1,7,2,0,9
1500000US421010122042,"Block Group 2, Census Tract 122.04, Philadelphia County, Pennsylvania",1347,262,963,0,43,0,23,56
1500000US421010122043,"Block Group 3, Census Tract 122.04, Philadelphia County, Pennsylvania",935,129,688,2,37,3,19,57
1500000US421010122044,"Block Group 4, Census Tract 122.04, Philadelphia County, Pennsylvania",1379,266,963,0,62,0,18,70
1500000US421010125011,"Block Group 1, Census Tract 125.01, Philadelphia County, Pennsylvania",1498,996,112,0,253,0,19,118
1500000US421010125012,"Block Group 2, Census Tract 125.01, Philadelphia County, Pennsylvania",4,1,3,0,0,0,0,0
1500000US421010125013,"Block Group 3, Census Tract 125.01, Philadelphia County, Pennsylvania",615,370,45,0,147,3,8,42
1500000US421010125014,"Block Group 4, Census Tract 125.01, Philadelphia County, Pennsylvania",818,354,181,1,159,7,35,81
1500000US421010125021,"Block Group 1, Census Tract 125.02, Philadelphia County, Pennsylvania",957,682,36,8,140,0,26,65
1500000US421010125022,"Block Group 2, Census Tract 125.02, Philadelphia County, Pennsylvania",2052,1179,352,1,324,0,48,148
1500000US421010125023,"Block Group 3, Census Tract 125.02, Philadelphia County, Pennsylvania",366,237,33,2,50,0,10,34
1500000US421010125024,"Block Group 4, Census Tract 125.02, Philadelphia County, Pennsylvania",751,445,103,1,146,0,13,43
1500000US421010125025,"Block Group 5, Census Tract 125.02, Philadelphia County, Pennsylvania",1015,709,46,1,158,0,18,83
1500000US421010131001,"Block Group 1, Census Tract 131, Philadelphia County, Pennsylvania",1046,243,573,0,111,0,30,89
1500000US421010131002,"Block Group 2, Census Tract 131, Philadelphia County, Pennsylvania",663,194,370,2,31,0,17,49
1500000US421010132001,"Block Group 1, Census Tract 132, Philadelphia County, Pennsylvania",1262,55,1097,3,28,0,24,55
1500000US421010132002,"Block Group 2, Census Tract 132, Philadelphia County, Pennsylvania",136,74,29,0,13,0,3,17
1500000US421010132003,"Block Group 3, Census Tract 132, Philadelphia County, Pennsylvania",1044,426,231,5,260,0,40,82
1500000US421010132004,"Block Group 4, Census Tract 132, Philadelphia County, Pennsylvania",779,104,526,3,84,0,30,32
1500000US421010133001,"Block Group 1, Census Tract 133, Philadelphia County, Pennsylvania",2041,1014,642,14,146,1,42,182
1500000US421010133002,"Block Group 2, Census Tract 133, Philadelphia County, Pennsylvania",1068,719,133,3,99,0,28,86
1500000US421010133003,"Block Group 3, Census Tract 133, Philadelphia County, Pennsylvania",948,565,139,2,70,0,63,109
1500000US421010134011,"Block Group 1, Census Tract 134.01, Philadelphia County, Pennsylvania",1295,1170,54,0,34,0,2,35
1500000US421010134012,"Block Group 2, Census Tract 134.01, Philadelphia County, Pennsylvania",1676,1326,61,1,123,3,18,144
1500000US421010134021,"Block Group 1, Census Tract 134.02, Philadelphia County, Pennsylvania",1127,809,116,4,55,0,46,97
1500000US421010134022,"Block Group 2, Census Tract 134.02, Philadelphia County, Pennsylvania",750,438,154,2,27,0,49,80
1500000US421010134023,"Block Group 3, Census Tract 134.02, Philadelphia County, Pennsylvania",1758,1299,154,1,154,0,45,105
1500000US421010135001,"Block Group 1, Census Tract 135, Philadelphia County, Pennsylvania",735,415,214,8,15,0,36,47
1500000US421010135002,"Block Group 2, Census Tract 135, Philadelphia County, Pennsylvania",2205,1262,584,11,108,0,67,173
1500000US421010135003,"Block Group 3, Census Tract 135, Philadelphia County, Pennsylvania",1312,1107,41,0,46,0,23,95
1500000US421010136011,"Block Group 1, Census Tract 136.01, Philadelphia County, Pennsylvania",1289,1143,7,0,47,0,9,83
1500000US421010136012,"Block Group 2, Census Tract 136.01, Philadelphia County, Pennsylvania",1622,1279,69,1,113,0,33,127
